ticket_id,unit_id,property_id,category,priority,open_date,close_date,cost,status
M00693,U00294,P002,HVAC,Emergency,2025-10-29,2025-11-12,1395.82,Closed
M00694,U00395,P002,Pest Control,Emergency,2025-06-09,2025-07-06,803.23,Closed
M00695,U00556,P002,HVAC,Low,2023-06-03,,0.0,Open
M00696,U00381,P002,General,High,2023-06-20,,0.0,Open
M00697,U00588,P002,Pest Control,Low,2025-12-02,2025-12-18,1244.17,Closed
M00698,U00316,P002,Flooring,Emergency,2025-10-01,,0.0,Open
M00699,U00507,P002,Pest Control,Emergency,2024-09-03,2024-10-05,2011.34,Closed
M00700,U00302,P002,Flooring,Emergency,2024-09-23,2024-10-11,1504.98,Closed
M00701,U00507,P002,Electrical,Medium,2025-11-18,,0.0,Open
M00702,U00375,P002,Flooring,High,2025-05-12,2025-06-12,2006.19,Closed
M00703,U00422,P002,Pest Control,Medium,2025-08-17,2025-08-26,1096.32,Closed
M00704,U00487,P002,Appliance,Medium,2023-12-01,2024-01-03,442.39,Closed
M00705,U00337,P002,Electrical,Emergency,2024-12-07,2025-01-13,907.56,Closed
M00706,U00305,P002,HVAC,Medium,2025-04-14,2025-04-24,199.47,Closed
M00707,U00508,P002,HVAC,High,2024-09-05,2024-09-14,2120.63,Closed
M00708,U00484,P002,General,Medium,2025-05-08,2025-06-01,2383.49,Closed
M00709,U00399,P002,HVAC,Low,2023-08-07,,0.0,Open
M00710,U00521,P002,Pest Control,Medium,2023-08-20,2023-09-04,870.78,Closed
M00711,U00506,P002,Flooring,Medium,2024-03-27,2024-04-14,1189.21,Closed
M00712,U00530,P002,Appliance,Low,2024-02-12,2024-03-19,540.26,Closed
M00713,U00579,P002,Flooring,Low,2023-10-05,2023-10-28,2109.38,Closed
M00714,U00392,P002,Electrical,High,2024-08-01,2024-09-02,1114.47,Closed
M00715,U00396,P002,Appliance,Medium,2024-04-02,2024-04-25,1758.02,Closed
M00716,U00366,P002,Pest Control,Emergency,2024-09-15,2024-09-30,1268.37,Closed
M00717,U00375,P002,HVAC,Medium,2024-07-30,2024-08-14,2034.29,Closed
M00718,U00526,P002,Pest Control,Low,2023-06-15,2023-07-23,814.88,Closed
M00719,U00391,P002,Appliance,Low,2024-07-23,2024-07-24,704.39,Closed
M00720,U00382,P002,HVAC,Medium,2024-02-09,2024-03-15,2223.73,Closed
M00721,U00548,P002,HVAC,Emergency,2024-12-27,2025-02-06,1926.81,Closed
M00722,U00327,P002,HVAC,Medium,2026-02-22,,0.0,Open
M00723,U00291,P002,Appliance,High,2024-08-22,2024-09-29,1333.22,Closed
M00724,U00475,P002,Pest Control,Low,2026-02-02,,0.0,Open
M00725,U00577,P002,General,High,2023-07-04,,0.0,Open
M00726,U00482,P002,Appliance,Medium,2025-05-31,2025-07-15,402.99,Closed
M00727,U00473,P002,Electrical,Emergency,2024-08-29,2024-10-11,435.49,Closed
M00728,U00433,P002,Plumbing,Medium,2024-07-27,2024-09-06,2068.57,Closed
M00729,U00386,P002,General,Emergency,2025-10-25,2025-11-18,1561.01,Closed
M00730,U00419,P002,General,Medium,2024-08-11,2024-09-17,143.14,Closed
M00731,U00593,P002,Electrical,Emergency,2026-01-15,,0.0,Open
M00732,U00550,P002,Pest Control,Medium,2024-08-06,2024-08-30,106.0,Closed
M00733,U00369,P002,Plumbing,Emergency,2025-07-06,2025-08-19,1080.48,Closed
M00734,U00461,P002,Pest Control,Medium,2023-11-13,2023-11-15,363.03,Closed
M00735,U00290,P002,Electrical,High,2025-11-06,,0.0,Open
M00736,U00553,P002,Electrical,Low,2025-09-03,2025-09-18,2476.64,Closed
M00737,U00538,P002,Electrical,High,2023-12-09,,0.0,Open
M00738,U00575,P002,Flooring,Emergency,2025-10-25,2025-11-30,1479.76,Closed
M00739,U00330,P002,General,Low,2024-09-16,2024-09-28,810.53,Closed
M00740,U00525,P002,Electrical,Medium,2024-04-08,2024-05-01,1436.65,Closed
M00741,U00490,P002,HVAC,High,2025-01-25,2025-03-10,2465.18,Closed
M00742,U00401,P002,Flooring,Emergency,2024-11-08,2024-12-17,758.12,Closed
M00743,U00387,P002,Flooring,Emergency,2025-05-13,2025-06-01,1066.16,Closed
M00744,U00507,P002,Pest Control,Medium,2024-07-11,2024-07-15,1308.19,Closed
M00745,U00396,P002,Plumbing,Low,2024-04-02,2024-04-08,88.47,Closed
M00746,U00359,P002,General,High,2024-07-22,2024-08-16,592.55,Closed
M00747,U00370,P002,Appliance,High,2025-12-31,2026-01-12,466.53,Closed
M00748,U00389,P002,Appliance,Emergency,2025-12-12,2025-12-26,1516.05,Closed
M00749,U00318,P002,Electrical,High,2023-06-11,,0.0,Open
M00750,U00582,P002,Plumbing,Low,2023-06-22,2023-07-26,1105.44,Closed
M00751,U00296,P002,General,High,2024-07-30,,0.0,Open
M00752,U00363,P002,Electrical,Medium,2025-02-13,,0.0,Open
M00753,U00514,P002,Pest Control,Emergency,2024-07-09,2024-08-11,925.64,Closed
M00754,U00470,P002,General,Medium,2023-12-05,2024-01-02,1997.65,Closed
M00755,U00296,P002,Flooring,Medium,2026-03-12,2026-04-08,766.96,Closed
M00756,U00472,P002,General,Emergency,2024-01-07,2024-01-30,1890.51,Closed
M00757,U00411,P002,General,Medium,2025-10-05,2025-11-11,2096.71,Closed
M00758,U00415,P002,Electrical,Medium,2024-09-21,2024-10-27,2211.35,Closed
M00759,U00451,P002,HVAC,Emergency,2023-08-01,2023-08-26,1120.02,Closed
M00760,U00329,P002,Flooring,Medium,2025-11-23,2025-12-13,1863.37,Closed
M00761,U00511,P002,Plumbing,Emergency,2026-03-26,2026-04-24,719.93,Closed
M00762,U00420,P002,Appliance,Low,2025-09-03,2025-10-13,575.09,Closed
M00763,U00305,P002,Electrical,Medium,2025-03-24,2025-04-09,160.44,Closed
M00764,U00760,P003,Flooring,High,2024-12-26,2025-02-03,2383.14,Closed
M00765,U00637,P003,Appliance,Medium,2025-01-31,2025-02-15,927.9,Closed
M00766,U00730,P003,Electrical,Emergency,2025-04-06,2025-04-14,507.33,Closed
M00767,U00621,P003,General,Medium,2025-08-05,2025-08-21,1285.79,Closed
M00768,U00611,P003,Plumbing,Emergency,2023-09-01,2023-09-21,1078.04,Closed
M00769,U00669,P003,Electrical,High,2023-06-02,,0.0,Open
M00770,U00745,P003,Pest Control,Low,2024-08-08,2024-08-25,1131.18,Closed
M00771,U00712,P003,Electrical,Emergency,2024-02-06,2024-02-12,1093.77,Closed
M00772,U00642,P003,HVAC,Low,2025-04-23,2025-05-09,1831.21,Closed
M00773,U00769,P003,Electrical,Medium,2025-05-20,2025-06-16,1789.89,Closed
M00774,U00777,P003,General,Low,2023-08-30,2023-09-19,350.43,Closed
M00775,U00728,P003,Flooring,Medium,2024-08-14,2024-08-23,2120.48,Closed
M00776,U00701,P003,General,High,2023-06-03,2023-06-18,1313.28,Closed
M00777,U00675,P003,General,Low,2023-07-24,2023-08-15,1974.24,Closed
M00778,U00718,P003,HVAC,Emergency,2023-06-24,2023-06-26,218.02,Closed
M00779,U00670,P003,Pest Control,Medium,2026-01-09,2026-02-13,276.97,Closed
M00780,U00690,P003,Flooring,Low,2025-07-28,2025-09-08,2030.63,Closed
M00781,U00748,P003,Appliance,Emergency,2024-01-24,2024-02-19,1582.41,Closed
M00782,U00780,P003,Appliance,Low,2025-05-30,2025-07-06,282.48,Closed
M00783,U00784,P003,Pest Control,Emergency,2024-08-29,,0.0,Open
M00784,U00742,P003,Electrical,Emergency,2025-11-14,2025-12-12,1997.64,Closed
M00785,U00721,P003,Plumbing,High,2023-06-16,2023-07-28,812.41,Closed
M00786,U00632,P003,Flooring,Medium,2024-04-29,2024-06-04,2272.57,Closed
M00787,U00688,P003,Plumbing,High,2023-12-25,2023-12-31,426.56,Closed
M00788,U00746,P003,HVAC,Medium,2024-03-14,2024-03-27,734.65,Closed
M00789,U00685,P003,HVAC,Medium,2023-08-26,2023-09-12,151.3,Closed
M00790,U00608,P003,Pest Control,Medium,2026-02-03,,0.0,Open
M00791,U00613,P003,Electrical,High,2025-06-13,2025-07-06,994.12,Closed
M00792,U00778,P003,Electrical,Medium,2023-06-15,2023-06-22,217.32,Closed
M00793,U00641,P003,Electrical,Medium,2023-08-07,2023-08-11,2486.96,Closed
M00794,U00746,P003,Pest Control,Medium,2023-10-29,2023-11-30,1700.75,Closed
M00795,U00638,P003,Plumbing,Low,2025-10-31,2025-12-12,205.51,Closed
M00796,U00615,P003,Plumbing,Medium,2024-09-14,,0.0,Open
M00797,U00752,P003,Pest Control,Emergency,2024-08-27,2024-09-08,845.14,Closed
M00798,U00744,P003,Pest Control,Emergency,2026-03-11,2026-03-20,195.94,Closed
M00799,U00633,P003,HVAC,Low,2025-01-03,,0.0,Open
M00800,U00682,P003,Flooring,High,2026-03-31,2026-04-07,2122.26,Closed
M00801,U00744,P003,General,High,2024-01-07,2024-02-02,2157.44,Closed
M00802,U00607,P003,Appliance,Medium,2023-08-03,2023-08-09,209.5,Closed
M00803,U00788,P003,Plumbing,Medium,2025-10-12,2025-10-20,1042.12,Closed
M00804,U00665,P003,Pest Control,Low,2023-06-28,2023-07-25,2107.6,Closed
M00805,U00733,P003,General,Low,2026-03-20,,0.0,Open
M00806,U00660,P003,Plumbing,Emergency,2024-09-26,2024-11-02,847.92,Closed
M00807,U00666,P003,Flooring,Medium,2023-08-01,,0.0,Open
M00808,U00597,P003,Flooring,Medium,2026-03-24,2026-04-02,1746.16,Closed
M00809,U00711,P003,Appliance,Medium,2025-08-24,2025-09-29,590.07,Closed
M00810,U00753,P003,General,Emergency,2025-05-14,2025-05-17,1243.42,Closed
M00811,U00631,P003,Flooring,Medium,2023-11-08,2023-12-21,1565.72,Closed
M00812,U00599,P003,Appliance,Emergency,2025-06-05,2025-07-17,1135.5,Closed
M00813,U00705,P003,HVAC,Medium,2024-06-25,2024-08-05,1357.45,Closed
M00814,U00711,P003,Electrical,High,2023-11-23,,0.0,Open
M00815,U00683,P003,HVAC,Low,2023-12-14,2024-01-02,1263.65,Closed
M00816,U00729,P003,General,High,2024-02-08,2024-02-27,1697.13,Closed
M00817,U00691,P003,Flooring,Medium,2023-06-30,2023-08-13,999.18,Closed
M00818,U00750,P003,Pest Control,High,2025-08-03,2025-08-28,998.02,Closed
M00819,U00791,P003,General,Emergency,2025-08-26,2025-09-08,805.68,Closed
M00820,U00728,P003,HVAC,Medium,2025-08-28,,0.0,Open
M00821,U00747,P003,General,High,2026-02-14,2026-02-22,1019.79,Closed
M00822,U00691,P003,HVAC,High,2026-03-02,,0.0,Open
M00823,U00670,P003,Plumbing,Medium,2023-10-07,,0.0,Open
M00824,U00722,P003,HVAC,Medium,2023-11-25,2023-12-05,839.61,Closed
M00825,U00665,P003,HVAC,Medium,2025-04-27,2025-05-22,2086.3,Closed
M00826,U00595,P003,Flooring,Medium,2025-02-22,2025-02-27,1158.91,Closed
M00827,U00622,P003,Appliance,Low,2025-04-26,2025-04-27,1583.55,Closed
M00828,U00782,P003,HVAC,Medium,2024-07-12,2024-07-25,1811.53,Closed
M00829,U00726,P003,Appliance,Medium,2025-09-25,2025-11-04,2403.67,Closed
M00830,U00754,P003,HVAC,Medium,2024-04-01,2024-04-10,1827.72,Closed
M00831,U00777,P003,Plumbing,Low,2023-11-22,,0.0,Open
M00832,U00743,P003,Appliance,Medium,2024-09-06,2024-09-24,2276.49,Closed
M00833,U00759,P003,Pest Control,Low,2024-12-27,,0.0,Open
M00834,U00732,P003,Pest Control,High,2024-08-29,2024-09-11,1718.24,Closed
M00835,U00757,P003,Electrical,High,2024-04-05,2024-04-25,160.57,Closed
M00836,U00633,P003,Plumbing,Low,2025-10-22,,0.0,Open
M00837,U00632,P003,HVAC,Low,2024-08-18,2024-09-24,2170.46,Closed
M00838,U00785,P003,Flooring,Low,2026-03-25,2026-03-26,2402.28,Closed
M00839,U00769,P003,Flooring,High,2024-04-04,,0.0,Open
M00840,U00636,P003,Electrical,Medium,2026-01-04,2026-02-13,1899.31,Closed
M00841,U00706,P003,Pest Control,Medium,2025-04-11,2025-05-12,1156.56,Closed
M00842,U00667,P003,Pest Control,Medium,2024-02-17,2024-04-02,786.24,Closed
M00843,U00728,P003,Flooring,Medium,2024-07-05,2024-08-06,2068.71,Closed
M00844,U00633,P003,Appliance,Medium,2025-01-26,2025-02-04,1616.52,Closed
M00845,U00646,P003,Appliance,Low,2023-10-17,,0.0,Open
M00846,U00729,P003,General,Emergency,2024-06-17,2024-07-09,162.85,Closed
M00847,U00658,P003,Appliance,Medium,2025-06-18,2025-07-22,507.39,Closed
M00848,U00715,P003,HVAC,Low,2024-11-18,2024-12-19,1116.11,Closed
M00849,U00691,P003,General,Low,2024-02-19,2024-03-22,783.11,Closed
M00850,U00775,P003,General,Emergency,2025-12-01,2026-01-13,366.99,Closed
M00851,U00755,P003,Electrical,Medium,2024-07-30,2024-08-13,1806.12,Closed
M00852,U00694,P003,Flooring,Medium,2024-06-23,2024-07-02,1020.52,Closed
M00853,U00619,P003,General,Low,2026-02-09,,0.0,Open
M00854,U00777,P003,Plumbing,Medium,2024-11-21,2025-01-01,2056.64,Closed
M00855,U00598,P003,Pest Control,High,2023-11-15,2023-12-04,920.91,Closed
M00856,U00746,P003,Pest Control,Emergency,2025-07-22,,0.0,Open
M00857,U00685,P003,General,High,2025-02-28,2025-03-14,573.16,Closed
M00858,U00747,P003,Pest Control,Emergency,2026-02-05,2026-02-13,1724.64,Closed
M00859,U00687,P003,HVAC,Medium,2024-10-10,,0.0,Open
M00860,U00743,P003,Electrical,Medium,2025-11-02,,0.0,Open
M00861,U00714,P003,Plumbing,Low,2023-07-22,2023-08-05,1989.97,Closed
M00862,U00672,P003,HVAC,Medium,2025-02-07,2025-03-11,942.53,Closed
M00863,U00777,P003,Flooring,Medium,2025-09-24,2025-10-28,1332.56,Closed
M00864,U00618,P003,Pest Control,High,2025-09-04,2025-09-13,333.23,Closed
M00865,U00741,P003,Flooring,Medium,2026-03-19,2026-04-02,1168.04,Closed
M00866,U00651,P003,Flooring,Medium,2026-03-02,,0.0,Open
M00867,U00744,P003,Pest Control,Low,2024-08-05,2024-08-16,460.08,Closed
M00868,U00653,P003,Pest Control,Emergency,2025-03-20,2025-03-23,2326.98,Closed
M00869,U00707,P003,Plumbing,Medium,2025-12-09,2025-12-17,2452.37,Closed
M00870,U00782,P003,General,Emergency,2024-08-21,,0.0,Open
M00871,U00737,P003,Electrical,Medium,2025-12-28,2026-01-29,676.8,Closed
M00872,U00712,P003,Plumbing,Medium,2025-09-02,2025-09-25,1035.43,Closed
M00873,U00595,P003,General,High,2025-07-13,,0.0,Open
M00874,U00630,P003,HVAC,Emergency,2024-04-12,2024-04-24,1979.24,Closed
M00875,U00760,P003,Flooring,Medium,2024-02-03,2024-02-17,2153.86,Closed
M00876,U00723,P003,Electrical,Emergency,2024-05-03,2024-05-20,1918.27,Closed
M00877,U00629,P003,Electrical,Medium,2024-08-15,2024-08-28,2133.69,Closed
M00878,U00671,P003,General,Medium,2025-10-30,2025-12-12,1913.2,Closed
M00879,U00697,P003,Electrical,High,2023-08-06,,0.0,Open
M00880,U00734,P003,Appliance,Medium,2023-12-11,2023-12-28,1650.91,Closed
M00881,U00662,P003,HVAC,Medium,2024-12-19,2025-01-24,274.35,Closed
M00882,U00728,P003,General,Medium,2025-11-03,2025-11-13,2418.84,Closed
M00883,U00641,P003,Plumbing,Low,2025-08-05,2025-09-04,1415.46,Closed
M00884,U00617,P003,Electrical,Low,2025-02-18,2025-03-05,1983.75,Closed
M00885,U00659,P003,General,Emergency,2023-12-12,2024-01-08,1830.2,Closed
M00886,U00743,P003,Appliance,Medium,2025-07-02,2025-07-19,458.95,Closed
M00887,U00754,P003,HVAC,High,2024-07-09,,0.0,Open
M00888,U00648,P003,Pest Control,High,2024-07-01,,0.0,Open
M00889,U00695,P003,Appliance,Emergency,2026-03-13,2026-04-08,1179.98,Closed
M00890,U00728,P003,Electrical,High,2026-02-24,2026-03-10,934.16,Closed
M00891,U00738,P003,Electrical,Low,2024-08-01,,0.0,Open
M00892,U00674,P003,Plumbing,High,2024-11-08,,0.0,Open
M00893,U00613,P003,Flooring,Medium,2024-08-24,2024-09-29,107.54,Closed
M00894,U00735,P003,General,Emergency,2025-01-30,2025-03-03,2144.67,Closed
M00895,U00644,P003,HVAC,Emergency,2023-06-27,2023-07-29,2131.34,Closed
M00896,U00624,P003,Appliance,Low,2023-08-07,2023-08-13,598.66,Closed
M00897,U00622,P003,Appliance,Medium,2023-06-01,2023-06-13,1885.99,Closed
M00898,U00700,P003,Appliance,High,2024-04-16,2024-05-03,2482.42,Closed
M00899,U00749,P003,Plumbing,Low,2023-06-06,,0.0,Open
M00900,U00729,P003,Electrical,Low,2025-07-27,2025-08-13,2072.52,Closed
M00901,U00775,P003,Flooring,Low,2025-02-28,,0.0,Open
M00902,U00763,P003,Flooring,Emergency,2023-12-01,2024-01-01,599.22,Closed
M00903,U00764,P003,Plumbing,High,2025-12-17,2026-01-23,983.18,Closed
M00904,U00765,P003,HVAC,High,2025-12-12,2025-12-15,1480.88,Closed
M00905,U00695,P003,Plumbing,Low,2024-06-06,2024-07-06,493.95,Closed
M00906,U00673,P003,HVAC,Medium,2023-09-26,2023-10-21,1440.65,Closed
M00907,U00707,P003,HVAC,Medium,2025-06-13,2025-07-14,303.72,Closed
M00908,U00787,P003,General,Medium,2025-06-11,,0.0,Open
M00909,U00708,P003,Flooring,Medium,2024-04-17,2024-05-19,1193.92,Closed
M00910,U00625,P003,Plumbing,Medium,2025-02-21,2025-02-28,2092.17,Closed
M00911,U00714,P003,General,High,2024-07-26,2024-08-07,1838.89,Closed
M00912,U00700,P003,Plumbing,Emergency,2025-10-16,2025-11-12,1295.55,Closed
M00913,U00771,P003,Flooring,Emergency,2025-10-08,2025-10-11,2323.35,Closed
M00914,U00729,P003,Appliance,Emergency,2026-01-27,2026-02-19,1277.34,Closed
M00915,U00717,P003,Pest Control,Emergency,2025-01-21,,0.0,Open
M00916,U00773,P003,HVAC,High,2024-12-12,2025-01-13,175.1,Closed
M00917,U00692,P003,HVAC,Medium,2026-02-28,2026-04-01,1661.74,Closed
M00918,U00790,P003,Pest Control,Medium,2025-08-15,,0.0,Open
M00919,U00662,P003,General,Medium,2025-11-27,2025-12-22,993.28,Closed
M00920,U00661,P003,Pest Control,Emergency,2024-11-24,,0.0,Open
M00921,U00785,P003,Plumbing,Medium,2025-05-25,,0.0,Open
M00922,U00783,P003,HVAC,Medium,2025-11-24,,0.0,Open
M00923,U00676,P003,General,Low,2024-02-21,2024-03-16,641.28,Closed
M00924,U00721,P003,HVAC,Emergency,2023-06-12,2023-06-30,1714.1,Closed
M00925,U00786,P003,Flooring,Emergency,2025-08-24,2025-09-08,1622.12,Closed
M00926,U00661,P003,Appliance,Low,2024-09-28,2024-10-21,735.16,Closed
M00927,U00603,P003,Pest Control,High,2023-06-15,2023-07-20,578.98,Closed
M00928,U00781,P003,Flooring,Medium,2025-09-03,2025-09-15,1817.96,Closed
M00929,U00625,P003,HVAC,High,2025-07-17,2025-08-20,155.1,Closed
M00930,U00665,P003,Pest Control,Low,2026-01-28,2026-02-11,185.64,Closed
M00931,U00665,P003,Plumbing,Medium,2023-06-03,2023-06-28,585.14,Closed
M00932,U00775,P003,Appliance,Low,2025-03-05,2025-03-15,1048.65,Closed
M00933,U00727,P003,HVAC,Emergency,2025-12-12,2026-01-09,554.64,Closed
M00934,U00669,P003,Electrical,High,2024-12-27,2025-01-14,1744.56,Closed
M00935,U00695,P003,Pest Control,High,2023-08-16,2023-08-25,2263.4,Closed
M00936,U00645,P003,Pest Control,Emergency,2026-01-27,2026-02-18,1506.86,Closed
M00937,U00608,P003,General,Emergency,2025-01-01,,0.0,Open
M00938,U00612,P003,Plumbing,Low,2023-07-14,2023-08-15,1118.72,Closed
M00939,U00718,P003,Pest Control,Emergency,2024-01-12,2024-02-20,853.35,Closed
M00940,U00695,P003,Appliance,Emergency,2024-11-19,2024-12-19,1215.65,Closed
M00941,U00757,P003,Electrical,Medium,2024-07-07,,0.0,Open
M00942,U00600,P003,Electrical,Low,2024-11-21,2024-12-12,1145.61,Closed
M00943,U00762,P003,Appliance,Medium,2026-01-24,2026-02-07,2144.78,Closed
M00944,U00600,P003,Pest Control,Medium,2024-06-10,2024-06-22,1913.29,Closed
M00945,U00602,P003,General,High,2026-01-19,2026-02-19,198.13,Closed
M00946,U00616,P003,General,Emergency,2024-02-01,,0.0,Open
M00947,U00748,P003,HVAC,Medium,2025-08-26,,0.0,Open
M00948,U00650,P003,Flooring,Low,2024-02-16,2024-03-17,671.21,Closed
M00949,U00748,P003,General,Emergency,2025-01-30,,0.0,Open
M00950,U00621,P003,General,Medium,2024-10-21,2024-11-23,1142.44,Closed
M00951,U00680,P003,General,Emergency,2023-06-24,2023-06-29,1908.31,Closed
M00952,U00755,P003,Pest Control,High,2025-06-14,2025-06-16,2055.74,Closed
M00953,U00663,P003,Plumbing,High,2023-08-13,,0.0,Open
M00954,U00730,P003,HVAC,Emergency,2025-02-07,2025-02-25,1305.11,Closed
M00955,U00645,P003,Pest Control,Low,2024-09-09,2024-10-02,1182.98,Closed
M00956,U00705,P003,Pest Control,Medium,2025-01-04,2025-01-05,2176.54,Closed
M00957,U00662,P003,Flooring,Medium,2026-02-06,2026-02-10,1555.13,Closed
M00958,U00643,P003,Plumbing,High,2026-04-02,2026-05-15,1975.39,Closed
M00959,U00660,P003,HVAC,Low,2025-10-24,2025-11-27,847.77,Closed
M00960,U00754,P003,Flooring,Medium,2024-11-16,,0.0,Open
M00961,U00605,P003,Flooring,Emergency,2025-03-08,,0.0,Open
M00962,U00745,P003,HVAC,Low,2024-07-14,,0.0,Open
M00963,U00755,P003,Plumbing,High,2025-07-01,2025-07-23,428.56,Closed
M00964,U00753,P003,Flooring,Low,2024-02-10,2024-02-21,556.47,Closed
M00965,U00761,P003,Plumbing,Medium,2025-09-01,2025-09-16,102.26,Closed
M00966,U00748,P003,Pest Control,Medium,2024-10-16,2024-11-11,913.93,Closed
M00967,U00595,P003,HVAC,Low,2025-11-18,2025-12-26,337.48,Closed
M00968,U00685,P003,Appliance,Low,2024-06-03,2024-06-17,2314.76,Closed
M00969,U00601,P003,Plumbing,Medium,2025-06-01,2025-07-07,2442.16,Closed
M00970,U00678,P003,Plumbing,Low,2025-01-19,2025-01-25,1677.54,Closed
M00971,U00731,P003,HVAC,Low,2025-07-27,,0.0,Open
M00972,U00627,P003,Pest Control,Low,2025-02-06,2025-02-14,1965.32,Closed
M00973,U00603,P003,Flooring,Medium,2023-09-23,,0.0,Open
M00974,U00683,P003,Appliance,Emergency,2025-01-10,2025-01-24,2292.29,Closed
M00975,U00686,P003,Electrical,High,2025-12-02,,0.0,Open
M00976,U00745,P003,Pest Control,Emergency,2024-04-03,2024-04-25,1613.31,Closed
M00977,U00678,P003,HVAC,Emergency,2024-01-01,2024-01-07,1362.67,Closed
M00978,U00719,P003,HVAC,Medium,2024-03-09,2024-03-27,2137.28,Closed
M00979,U00745,P003,Appliance,Low,2026-03-30,2026-04-23,944.57,Closed
M00980,U00714,P003,General,High,2023-11-10,2023-12-02,1499.78,Closed
M00981,U00657,P003,Plumbing,Emergency,2024-02-09,2024-03-20,854.44,Closed
M00982,U00672,P003,Appliance,Emergency,2025-12-15,2026-01-28,2008.06,Closed
M00983,U00598,P003,Pest Control,Medium,2024-12-28,2025-01-05,2217.7,Closed
M00984,U00678,P003,General,Low,2024-03-05,2024-03-24,1047.69,Closed
M00985,U00669,P003,Plumbing,Medium,2025-04-11,2025-05-08,1509.37,Closed
M00986,U00687,P003,Appliance,Medium,2024-08-04,2024-08-26,1295.34,Closed
M00987,U00614,P003,Pest Control,Low,2026-04-05,2026-04-14,1676.92,Closed
M00988,U00709,P003,Electrical,Medium,2025-02-04,2025-03-05,1587.58,Closed
M00989,U00721,P003,Appliance,Medium,2024-06-03,2024-06-11,359.17,Closed
M00990,U00726,P003,Electrical,Medium,2025-01-11,2025-01-27,1232.19,Closed
M00991,U00715,P003,Flooring,Low,2023-07-05,2023-07-24,2191.71,Closed
M00992,U00688,P003,Flooring,Medium,2025-02-25,2025-03-24,1181.52,Closed
M00993,U00662,P003,General,Low,2025-11-10,2025-11-23,1710.47,Closed
M00994,U00682,P003,Pest Control,High,2026-02-25,2026-03-19,941.83,Closed
M00995,U00651,P003,Appliance,Low,2024-05-11,2024-06-08,1144.54,Closed
M00996,U00754,P003,General,Low,2025-07-09,2025-07-19,2282.6,Closed
M00997,U00634,P003,Electrical,Medium,2026-02-13,2026-02-26,2022.91,Closed
M00998,U00667,P003,Pest Control,Medium,2024-01-18,2024-01-31,726.95,Closed
M00999,U00722,P003,General,Low,2023-09-23,2023-10-17,874.16,Closed
M01000,U00656,P003,Pest Control,Medium,2025-05-24,2025-06-15,2224.94,Closed
M01001,U00688,P003,Electrical,Medium,2024-02-07,2024-03-14,2392.96,Closed
M01002,U00764,P003,HVAC,Medium,2025-07-03,,0.0,Open
M01003,U00763,P003,Electrical,High,2025-09-27,2025-11-02,2059.91,Closed
M01004,U00751,P003,Appliance,Low,2025-02-07,,0.0,Open
M01005,U00785,P003,Flooring,Low,2023-08-01,2023-08-05,769.57,Closed
M01006,U00615,P003,Electrical,Low,2025-06-28,,0.0,Open
M01007,U00769,P003,Electrical,Emergency,2025-03-19,2025-03-25,1583.08,Closed
M01008,U00743,P003,Electrical,Emergency,2024-09-17,2024-10-23,990.1,Closed
M01009,U00606,P003,Pest Control,Emergency,2024-10-09,,0.0,Open
M01010,U00766,P003,General,High,2023-08-13,2023-09-16,2459.14,Closed
M01011,U00734,P003,Appliance,Low,2023-11-28,2023-12-22,1985.64,Closed
M01012,U00736,P003,HVAC,Emergency,2023-11-08,2023-12-02,2110.99,Closed
M01013,U00639,P003,Plumbing,Medium,2025-09-09,2025-09-12,1547.17,Closed
M01014,U00643,P003,General,Medium,2024-08-18,,0.0,Open
M01015,U00705,P003,HVAC,High,2023-08-27,2023-08-28,1680.94,Closed
M01016,U00655,P003,Flooring,Emergency,2025-12-03,2026-01-14,2485.99,Closed
M01017,U00611,P003,Flooring,Emergency,2024-08-06,2024-08-25,2383.85,Closed
M01018,U00710,P003,Flooring,Low,2025-09-22,2025-10-20,1040.24,Closed
M01019,U00786,P003,Appliance,Medium,2023-06-17,2023-07-07,1305.63,Closed
M01020,U00618,P003,HVAC,Medium,2024-06-16,2024-07-12,1115.66,Closed
M01021,U00718,P003,Appliance,Medium,2025-09-23,2025-09-25,681.26,Closed
M01022,U00760,P003,Flooring,Medium,2024-05-06,2024-06-14,2060.06,Closed
M01023,U00699,P003,HVAC,High,2025-04-01,2025-05-15,1747.99,Closed
M01024,U00716,P003,Electrical,Medium,2024-12-10,2024-12-21,812.2,Closed
M01025,U00729,P003,Electrical,Low,2025-02-16,,0.0,Open
M01026,U00660,P003,Electrical,Emergency,2024-08-18,,0.0,Open
M01027,U00740,P003,Flooring,Medium,2024-10-23,2024-11-13,859.19,Closed
M01028,U00706,P003,Electrical,Medium,2024-03-22,2024-04-09,75.08,Closed
M01029,U00634,P003,General,High,2023-06-23,,0.0,Open
M01030,U00739,P003,Pest Control,High,2024-12-01,2025-01-08,1002.07,Closed
M01031,U00702,P003,General,Emergency,2023-10-09,,0.0,Open
M01032,U00626,P003,General,Emergency,2024-06-07,,0.0,Open
M01033,U00742,P003,Pest Control,Medium,2024-10-10,2024-11-21,1593.85,Closed
M01034,U00760,P003,HVAC,Medium,2025-07-25,2025-08-03,505.06,Closed
M01035,U00608,P003,HVAC,High,2024-07-30,2024-09-04,1945.17,Closed
M01036,U00608,P003,Electrical,Low,2024-07-22,2024-08-23,2303.8,Closed
