ticket_id,unit_id,property_id,category,priority,open_date,close_date,cost,status,name,city,resolution_days,is_open,days_open,sla_days,sla_breach,cost_tier
M01407,U01284,P005,General,Medium,2025-10-02,2025-10-12,137.35,Closed,Avenue Grand,Baltimore,10.0,0,186,7,0,Low
M01408,U01176,P005,Appliance,High,2025-09-13,2025-09-29,1523.98,Closed,Avenue Grand,Baltimore,16.0,0,205,3,0,High
M01409,U01249,P005,Appliance,Low,2024-04-14,2024-04-23,988.99,Closed,Avenue Grand,Baltimore,9.0,0,722,14,0,Medium
M01410,U01158,P005,HVAC,Emergency,2023-12-05,,0.0,Open,Avenue Grand,Baltimore,,1,853,1,1,No Cost
M01411,U01079,P005,HVAC,Low,2026-03-09,2026-04-17,1903.96,Closed,Avenue Grand,Baltimore,39.0,0,28,14,0,High
M01412,U01290,P005,Appliance,Low,2024-12-12,,0.0,Open,Avenue Grand,Baltimore,,1,480,14,1,No Cost
M01413,U01091,P005,HVAC,Medium,2025-01-30,2025-02-22,170.71,Closed,Avenue Grand,Baltimore,23.0,0,431,7,0,Low
M01414,U01147,P005,Appliance,Low,2024-08-08,2024-08-24,2357.07,Closed,Avenue Grand,Baltimore,16.0,0,606,14,0,High
M01415,U01207,P005,Plumbing,Emergency,2026-01-09,2026-01-26,711.08,Closed,Avenue Grand,Baltimore,17.0,0,87,1,0,Medium
M01416,U01153,P005,Pest Control,Medium,2023-11-24,2024-01-03,79.46,Closed,Avenue Grand,Baltimore,40.0,0,864,7,0,Low
M01417,U01199,P005,Plumbing,Emergency,2024-05-22,2024-06-13,1771.38,Closed,Avenue Grand,Baltimore,22.0,0,684,1,0,High
M01418,U01137,P005,HVAC,High,2026-01-28,2026-02-12,1249.32,Closed,Avenue Grand,Baltimore,15.0,0,68,3,0,High
M01419,U01166,P005,Appliance,Medium,2025-11-19,2025-12-18,361.82,Closed,Avenue Grand,Baltimore,29.0,0,138,7,0,Medium
M01420,U01167,P005,Electrical,Medium,2025-04-22,2025-05-28,2320.54,Closed,Avenue Grand,Baltimore,36.0,0,349,7,0,High
M01421,U01149,P005,Electrical,Low,2024-06-03,,0.0,Open,Avenue Grand,Baltimore,,1,672,14,1,No Cost
M01422,U01180,P005,Electrical,Low,2025-04-26,,0.0,Open,Avenue Grand,Baltimore,,1,345,14,1,No Cost
M01423,U01139,P005,Flooring,Medium,2024-02-17,2024-02-29,1183.54,Closed,Avenue Grand,Baltimore,12.0,0,779,7,0,High
M01424,U01089,P005,Pest Control,Medium,2023-10-20,2023-12-01,290.64,Closed,Avenue Grand,Baltimore,42.0,0,899,7,0,Medium
M01425,U01141,P005,Pest Control,Medium,2024-10-24,2024-11-21,436.11,Closed,Avenue Grand,Baltimore,28.0,0,529,7,0,Medium
M01426,U01234,P005,Pest Control,Emergency,2025-04-07,2025-04-26,2040.27,Closed,Avenue Grand,Baltimore,19.0,0,364,1,0,High
M01427,U01197,P005,HVAC,Medium,2023-10-22,,0.0,Open,Avenue Grand,Baltimore,,1,897,7,1,No Cost
M01428,U01230,P005,Pest Control,Emergency,2023-08-28,2023-09-05,1737.21,Closed,Avenue Grand,Baltimore,8.0,0,952,1,0,High
M01429,U01104,P005,HVAC,High,2025-05-10,2025-06-16,1757.2,Closed,Avenue Grand,Baltimore,37.0,0,331,3,0,High
M01430,U01168,P005,Appliance,High,2023-11-27,,0.0,Open,Avenue Grand,Baltimore,,1,861,3,1,No Cost
M01431,U01281,P005,HVAC,Low,2023-12-01,2024-01-14,508.08,Closed,Avenue Grand,Baltimore,44.0,0,857,14,0,Medium
M01432,U01121,P005,Plumbing,High,2025-03-28,2025-03-31,59.45,Closed,Avenue Grand,Baltimore,3.0,0,374,3,0,Low
M01433,U01146,P005,Pest Control,Medium,2024-06-23,2024-07-07,1011.13,Closed,Avenue Grand,Baltimore,14.0,0,652,7,0,High
M01434,U01150,P005,Appliance,Medium,2024-04-24,2024-05-31,2030.49,Closed,Avenue Grand,Baltimore,37.0,0,712,7,0,High
M01435,U01183,P005,Flooring,Low,2024-10-30,2024-12-14,1912.36,Closed,Avenue Grand,Baltimore,45.0,0,523,14,0,High
M01436,U01257,P005,Plumbing,Low,2026-01-05,2026-01-16,2303.63,Closed,Avenue Grand,Baltimore,11.0,0,91,14,0,High
M01437,U01189,P005,Electrical,Emergency,2024-10-02,2024-11-01,1296.1,Closed,Avenue Grand,Baltimore,30.0,0,551,1,0,High
M01438,U01292,P005,General,Emergency,2025-11-30,,0.0,Open,Avenue Grand,Baltimore,,1,127,1,1,No Cost
M01439,U01157,P005,General,High,2024-01-04,2024-01-18,511.47,Closed,Avenue Grand,Baltimore,14.0,0,823,3,0,Medium
M01440,U01268,P005,Appliance,Medium,2023-08-20,2023-09-27,156.3,Closed,Avenue Grand,Baltimore,38.0,0,960,7,0,Low
M01441,U01091,P005,General,High,2024-08-07,2024-08-16,888.16,Closed,Avenue Grand,Baltimore,9.0,0,607,3,0,Medium
M01442,U01263,P005,Pest Control,High,2026-01-30,,0.0,Open,Avenue Grand,Baltimore,,1,66,3,1,No Cost
M01443,U01160,P005,Appliance,High,2025-06-27,2025-07-05,1224.61,Closed,Avenue Grand,Baltimore,8.0,0,283,3,0,High
M01444,U01217,P005,General,Medium,2026-01-03,2026-01-19,758.77,Closed,Avenue Grand,Baltimore,16.0,0,93,7,0,Medium
M01445,U01281,P005,Electrical,Medium,2024-08-25,2024-09-13,2059.11,Closed,Avenue Grand,Baltimore,19.0,0,589,7,0,High
M01446,U01166,P005,General,High,2025-01-04,,0.0,Open,Avenue Grand,Baltimore,,1,457,3,1,No Cost
M01447,U01273,P005,Plumbing,Medium,2025-01-28,2025-02-10,865.6,Closed,Avenue Grand,Baltimore,13.0,0,433,7,0,Medium
M01448,U01195,P005,Appliance,High,2024-07-22,2024-07-27,2053.18,Closed,Avenue Grand,Baltimore,5.0,0,623,3,0,High
M01449,U01207,P005,Appliance,Low,2026-03-20,2026-05-03,997.18,Closed,Avenue Grand,Baltimore,44.0,0,17,14,0,Medium
M01450,U01256,P005,Pest Control,Emergency,2025-06-09,,0.0,Open,Avenue Grand,Baltimore,,1,301,1,1,No Cost
M01451,U01180,P005,Appliance,High,2023-06-26,2023-08-06,2307.79,Closed,Avenue Grand,Baltimore,41.0,0,1015,3,0,High
M01452,U01134,P005,General,Medium,2025-12-03,2025-12-13,496.73,Closed,Avenue Grand,Baltimore,10.0,0,124,7,0,Medium
M01453,U01291,P005,Electrical,Medium,2024-11-06,2024-11-12,71.33,Closed,Avenue Grand,Baltimore,6.0,0,516,7,0,Low
M01454,U01116,P005,HVAC,Medium,2025-03-29,2025-04-15,879.35,Closed,Avenue Grand,Baltimore,17.0,0,373,7,0,Medium
M01455,U01198,P005,Flooring,Medium,2024-07-10,2024-07-19,613.14,Closed,Avenue Grand,Baltimore,9.0,0,635,7,0,Medium
M01456,U01177,P005,Electrical,Low,2024-12-11,2024-12-21,2342.5,Closed,Avenue Grand,Baltimore,10.0,0,481,14,0,High
M01457,U01154,P005,HVAC,Low,2024-06-13,2024-07-14,163.28,Closed,Avenue Grand,Baltimore,31.0,0,662,14,0,Low
M01458,U01095,P005,HVAC,High,2024-04-13,2024-05-19,399.72,Closed,Avenue Grand,Baltimore,36.0,0,723,3,0,Medium
M01459,U01080,P005,Flooring,Medium,2025-06-10,2025-06-20,812.92,Closed,Avenue Grand,Baltimore,10.0,0,300,7,0,Medium
M01460,U01247,P005,HVAC,Emergency,2024-04-08,2024-05-19,954.74,Closed,Avenue Grand,Baltimore,41.0,0,728,1,0,Medium
M01461,U01098,P005,General,Medium,2025-08-16,,0.0,Open,Avenue Grand,Baltimore,,1,233,7,1,No Cost
M01462,U01218,P005,Appliance,Low,2025-12-30,,0.0,Open,Avenue Grand,Baltimore,,1,97,14,1,No Cost
M01463,U01249,P005,General,Emergency,2025-04-03,2025-04-07,2306.81,Closed,Avenue Grand,Baltimore,4.0,0,368,1,0,High
M01464,U01195,P005,Flooring,Medium,2025-01-23,2025-02-18,1171.87,Closed,Avenue Grand,Baltimore,26.0,0,438,7,0,High
M01465,U01235,P005,Plumbing,Low,2025-11-14,2025-12-04,793.45,Closed,Avenue Grand,Baltimore,20.0,0,143,14,0,Medium
M01466,U01186,P005,Electrical,High,2025-02-22,2025-03-09,1107.0,Closed,Avenue Grand,Baltimore,15.0,0,408,3,0,High
M01467,U01251,P005,Pest Control,Low,2025-02-23,2025-03-22,1288.62,Closed,Avenue Grand,Baltimore,27.0,0,407,14,0,High
M01468,U01250,P005,General,Medium,2023-07-04,2023-07-26,1469.24,Closed,Avenue Grand,Baltimore,22.0,0,1007,7,0,High
M01469,U01161,P005,Pest Control,High,2024-05-04,2024-05-16,973.66,Closed,Avenue Grand,Baltimore,12.0,0,702,3,0,Medium
M01470,U01220,P005,Pest Control,Medium,2024-08-05,,0.0,Open,Avenue Grand,Baltimore,,1,609,7,1,No Cost
M01471,U01275,P005,HVAC,Medium,2025-12-04,2025-12-15,1245.21,Closed,Avenue Grand,Baltimore,11.0,0,123,7,0,High
M01472,U01237,P005,Appliance,High,2024-05-05,2024-05-09,1832.76,Closed,Avenue Grand,Baltimore,4.0,0,701,3,0,High
M01473,U01145,P005,Electrical,Medium,2024-06-29,,0.0,Open,Avenue Grand,Baltimore,,1,646,7,1,No Cost
M01474,U01250,P005,HVAC,Medium,2024-10-27,,0.0,Open,Avenue Grand,Baltimore,,1,526,7,1,No Cost
M01475,U01186,P005,Electrical,High,2024-01-02,2024-01-09,2346.49,Closed,Avenue Grand,Baltimore,7.0,0,825,3,0,High
M01476,U01152,P005,Flooring,High,2023-11-26,2023-12-21,2181.72,Closed,Avenue Grand,Baltimore,25.0,0,862,3,0,High
M01477,U01177,P005,HVAC,Emergency,2025-07-30,2025-09-02,1753.72,Closed,Avenue Grand,Baltimore,34.0,0,250,1,0,High
M01478,U01196,P005,Flooring,Medium,2024-12-08,,0.0,Open,Avenue Grand,Baltimore,,1,484,7,1,No Cost
M01479,U01230,P005,Appliance,Low,2024-10-16,2024-11-27,1705.8,Closed,Avenue Grand,Baltimore,42.0,0,537,14,0,High
M01480,U01235,P005,Appliance,Low,2025-10-22,2025-11-12,1071.87,Closed,Avenue Grand,Baltimore,21.0,0,166,14,0,High
M01481,U01098,P005,HVAC,Medium,2024-12-11,2025-01-16,2438.79,Closed,Avenue Grand,Baltimore,36.0,0,481,7,0,High
M01482,U01134,P005,General,Medium,2023-12-25,2024-01-29,117.77,Closed,Avenue Grand,Baltimore,35.0,0,833,7,0,Low
M01483,U01177,P005,Flooring,Medium,2024-11-30,2025-01-07,216.89,Closed,Avenue Grand,Baltimore,38.0,0,492,7,0,Low
M01484,U01110,P005,General,Medium,2026-03-08,,0.0,Open,Avenue Grand,Baltimore,,1,29,7,1,No Cost
M01485,U01230,P005,Pest Control,Medium,2023-06-05,2023-07-19,2197.81,Closed,Avenue Grand,Baltimore,44.0,0,1036,7,0,High
M01486,U01116,P005,Pest Control,Low,2023-11-05,2023-11-12,1277.88,Closed,Avenue Grand,Baltimore,7.0,0,883,14,0,High
M01487,U01169,P005,HVAC,Low,2023-06-13,2023-06-29,1470.85,Closed,Avenue Grand,Baltimore,16.0,0,1028,14,0,High
M01488,U01169,P005,HVAC,Medium,2023-10-28,,0.0,Open,Avenue Grand,Baltimore,,1,891,7,1,No Cost
M01489,U01138,P005,Pest Control,High,2024-08-18,2024-09-06,1931.66,Closed,Avenue Grand,Baltimore,19.0,0,596,3,0,High
M01490,U01227,P005,Flooring,Medium,2023-11-10,2023-11-13,499.8,Closed,Avenue Grand,Baltimore,3.0,0,878,7,0,Medium
M01491,U01107,P005,Flooring,Emergency,2025-10-21,2025-10-24,2092.67,Closed,Avenue Grand,Baltimore,3.0,0,167,1,0,High
M01492,U01122,P005,Flooring,Medium,2023-07-08,,0.0,Open,Avenue Grand,Baltimore,,1,1003,7,1,No Cost
M01493,U01138,P005,Plumbing,High,2026-02-20,2026-03-18,2264.92,Closed,Avenue Grand,Baltimore,26.0,0,45,3,0,High
M01494,U01254,P005,General,Low,2023-06-16,2023-07-31,307.74,Closed,Avenue Grand,Baltimore,45.0,0,1025,14,0,Medium
M01495,U01224,P005,General,Low,2026-01-04,2026-01-26,2115.09,Closed,Avenue Grand,Baltimore,22.0,0,92,14,0,High
M01496,U01130,P005,Pest Control,Medium,2025-01-23,,0.0,Open,Avenue Grand,Baltimore,,1,438,7,1,No Cost
M01497,U01211,P005,HVAC,Medium,2024-08-21,,0.0,Open,Avenue Grand,Baltimore,,1,593,7,1,No Cost
M01498,U01206,P005,Pest Control,High,2024-01-19,2024-01-24,815.91,Closed,Avenue Grand,Baltimore,5.0,0,808,3,0,Medium
M01499,U01260,P005,Electrical,Medium,2025-11-08,2025-11-16,1189.73,Closed,Avenue Grand,Baltimore,8.0,0,149,7,0,High
M01500,U01236,P005,Plumbing,Emergency,2025-12-13,2026-01-13,394.55,Closed,Avenue Grand,Baltimore,31.0,0,114,1,0,Medium
M01501,U01123,P005,Plumbing,Medium,2023-09-18,2023-10-04,1659.13,Closed,Avenue Grand,Baltimore,16.0,0,931,7,0,High
M01502,U01263,P005,General,Emergency,2023-06-20,,0.0,Open,Avenue Grand,Baltimore,,1,1021,1,1,No Cost
M01503,U01215,P005,General,Medium,2024-12-31,2025-02-06,1621.71,Closed,Avenue Grand,Baltimore,37.0,0,461,7,0,High
M01504,U01121,P005,Pest Control,Medium,2024-05-09,2024-06-21,1719.09,Closed,Avenue Grand,Baltimore,43.0,0,697,7,0,High
M01505,U01082,P005,Appliance,Emergency,2024-08-13,2024-09-27,236.4,Closed,Avenue Grand,Baltimore,45.0,0,601,1,0,Low
M01506,U01135,P005,HVAC,Medium,2024-06-17,2024-07-12,442.43,Closed,Avenue Grand,Baltimore,25.0,0,658,7,0,Medium
M01507,U01113,P005,General,Low,2024-05-01,2024-05-09,291.88,Closed,Avenue Grand,Baltimore,8.0,0,705,14,0,Medium
M01508,U01195,P005,Flooring,Medium,2025-01-15,2025-01-29,460.29,Closed,Avenue Grand,Baltimore,14.0,0,446,7,0,Medium
M01509,U01174,P005,Electrical,Low,2023-12-25,2023-12-31,1032.18,Closed,Avenue Grand,Baltimore,6.0,0,833,14,0,High
M01510,U01205,P005,Plumbing,Low,2025-11-03,,0.0,Open,Avenue Grand,Baltimore,,1,154,14,1,No Cost
M01511,U01195,P005,Pest Control,Emergency,2025-09-20,2025-10-29,67.3,Closed,Avenue Grand,Baltimore,39.0,0,198,1,0,Low
M01512,U01157,P005,Plumbing,Medium,2024-06-21,2024-07-08,1897.33,Closed,Avenue Grand,Baltimore,17.0,0,654,7,0,High
M01513,U01186,P005,Electrical,Medium,2023-07-03,2023-07-06,1556.24,Closed,Avenue Grand,Baltimore,3.0,0,1008,7,0,High
M01514,U01152,P005,Plumbing,High,2025-04-23,2025-04-25,743.14,Closed,Avenue Grand,Baltimore,2.0,0,348,3,0,Medium
M01515,U01248,P005,Plumbing,Medium,2024-07-09,2024-08-12,738.48,Closed,Avenue Grand,Baltimore,34.0,0,636,7,0,Medium
M01516,U01095,P005,Plumbing,Medium,2023-07-27,2023-08-17,56.44,Closed,Avenue Grand,Baltimore,21.0,0,984,7,0,Low
M01517,U01142,P005,Flooring,Medium,2024-05-01,2024-05-28,2326.26,Closed,Avenue Grand,Baltimore,27.0,0,705,7,0,High
M01518,U01190,P005,Plumbing,Medium,2026-03-13,2026-04-10,1157.61,Closed,Avenue Grand,Baltimore,28.0,0,24,7,0,High
M01519,U01201,P005,Plumbing,Low,2024-09-08,,0.0,Open,Avenue Grand,Baltimore,,1,575,14,1,No Cost
M01520,U01242,P005,Electrical,High,2024-12-10,2024-12-13,882.37,Closed,Avenue Grand,Baltimore,3.0,0,482,3,0,Medium
M01521,U01206,P005,HVAC,Medium,2025-04-02,2025-04-03,256.32,Closed,Avenue Grand,Baltimore,1.0,0,369,7,0,Medium
M01522,U01117,P005,Electrical,Medium,2025-12-17,2026-01-15,643.82,Closed,Avenue Grand,Baltimore,29.0,0,110,7,0,Medium
M01523,U01261,P005,HVAC,Emergency,2024-06-18,2024-06-26,2124.54,Closed,Avenue Grand,Baltimore,8.0,0,657,1,0,High
M01524,U01216,P005,HVAC,Medium,2023-06-23,2023-06-29,1890.95,Closed,Avenue Grand,Baltimore,6.0,0,1018,7,0,High
M01525,U01092,P005,Pest Control,Medium,2024-11-05,2024-11-18,2132.09,Closed,Avenue Grand,Baltimore,13.0,0,517,7,0,High
M01526,U01212,P005,Plumbing,Low,2023-08-20,2023-09-01,791.98,Closed,Avenue Grand,Baltimore,12.0,0,960,14,0,Medium
M01527,U01178,P005,Appliance,Low,2023-10-14,2023-11-24,1797.48,Closed,Avenue Grand,Baltimore,41.0,0,905,14,0,High
M01528,U01145,P005,Pest Control,High,2023-11-07,2023-12-07,170.11,Closed,Avenue Grand,Baltimore,30.0,0,881,3,0,Low
M01529,U01176,P005,Appliance,Emergency,2025-05-21,,0.0,Open,Avenue Grand,Baltimore,,1,320,1,1,No Cost
M01530,U01295,P005,Electrical,Emergency,2025-11-09,,0.0,Open,Avenue Grand,Baltimore,,1,148,1,1,No Cost
M01531,U01218,P005,Electrical,Medium,2023-12-01,2023-12-18,2082.17,Closed,Avenue Grand,Baltimore,17.0,0,857,7,0,High
M01532,U01190,P005,General,Emergency,2023-07-22,2023-08-11,1380.41,Closed,Avenue Grand,Baltimore,20.0,0,989,1,0,High
M01533,U01096,P005,HVAC,Emergency,2024-02-02,2024-02-10,294.51,Closed,Avenue Grand,Baltimore,8.0,0,794,1,0,Medium
M01534,U01268,P005,Pest Control,Medium,2025-04-17,2025-05-19,1999.53,Closed,Avenue Grand,Baltimore,32.0,0,354,7,0,High
M01535,U01178,P005,Electrical,High,2025-09-30,,0.0,Open,Avenue Grand,Baltimore,,1,188,3,1,No Cost
M01536,U01225,P005,Pest Control,Medium,2024-02-20,2024-03-17,1857.59,Closed,Avenue Grand,Baltimore,26.0,0,776,7,0,High
M01537,U01100,P005,Electrical,Low,2024-04-09,,0.0,Open,Avenue Grand,Baltimore,,1,727,14,1,No Cost
M01538,U01191,P005,Electrical,Medium,2025-04-09,2025-05-10,2181.5,Closed,Avenue Grand,Baltimore,31.0,0,362,7,0,High
M01539,U01195,P005,Pest Control,Low,2024-02-20,,0.0,Open,Avenue Grand,Baltimore,,1,776,14,1,No Cost
M01540,U01582,P006,Plumbing,Medium,2025-05-17,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,324,7,1,No Cost
M01541,U01454,P006,Electrical,Emergency,2024-04-28,2024-06-10,383.16,Closed,Cedar Ridge Commons,Ellicott City,43.0,0,708,1,0,Medium
M01542,U01395,P006,General,Medium,2023-09-30,2023-10-23,1608.47,Closed,Cedar Ridge Commons,Ellicott City,23.0,0,919,7,0,High
M01543,U01391,P006,Flooring,Medium,2026-01-27,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,69,7,1,No Cost
M01544,U01482,P006,General,Emergency,2026-03-18,2026-04-17,2395.43,Closed,Cedar Ridge Commons,Ellicott City,30.0,0,19,1,0,High
M01545,U01395,P006,HVAC,Medium,2026-01-23,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,73,7,1,No Cost
M01546,U01306,P006,HVAC,Medium,2023-08-01,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,979,7,1,No Cost
M01547,U01422,P006,Flooring,Emergency,2025-08-30,2025-09-12,1798.98,Closed,Cedar Ridge Commons,Ellicott City,13.0,0,219,1,0,High
M01548,U01568,P006,Appliance,High,2025-01-07,2025-01-25,381.52,Closed,Cedar Ridge Commons,Ellicott City,18.0,0,454,3,0,Medium
M01549,U01530,P006,HVAC,Emergency,2024-09-19,2024-10-15,2000.36,Closed,Cedar Ridge Commons,Ellicott City,26.0,0,564,1,0,High
M01550,U01475,P006,HVAC,Medium,2023-11-06,2023-12-12,1069.95,Closed,Cedar Ridge Commons,Ellicott City,36.0,0,882,7,0,High
M01551,U01530,P006,Electrical,Medium,2024-04-14,2024-05-06,2434.61,Closed,Cedar Ridge Commons,Ellicott City,22.0,0,722,7,0,High
M01552,U01413,P006,Pest Control,Medium,2025-02-28,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,402,7,1,No Cost
M01553,U01497,P006,General,Medium,2023-09-24,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,925,7,1,No Cost
M01554,U01508,P006,Electrical,Medium,2024-10-16,2024-10-20,335.89,Closed,Cedar Ridge Commons,Ellicott City,4.0,0,537,7,0,Medium
M01555,U01366,P006,Plumbing,Medium,2025-08-24,2025-09-10,2211.49,Closed,Cedar Ridge Commons,Ellicott City,17.0,0,225,7,0,High
M01556,U01473,P006,HVAC,High,2024-08-07,2024-09-10,1413.68,Closed,Cedar Ridge Commons,Ellicott City,34.0,0,607,3,0,High
M01557,U01391,P006,HVAC,Medium,2025-06-16,2025-07-05,726.05,Closed,Cedar Ridge Commons,Ellicott City,19.0,0,294,7,0,Medium
M01558,U01484,P006,Appliance,Low,2025-02-17,2025-03-08,2338.34,Closed,Cedar Ridge Commons,Ellicott City,19.0,0,413,14,0,High
M01559,U01341,P006,Plumbing,Low,2026-01-12,2026-02-18,699.19,Closed,Cedar Ridge Commons,Ellicott City,37.0,0,84,14,0,Medium
M01560,U01588,P006,Appliance,High,2025-01-12,2025-01-18,1597.85,Closed,Cedar Ridge Commons,Ellicott City,6.0,0,449,3,0,High
M01561,U01570,P006,General,Medium,2024-06-02,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,673,7,1,No Cost
M01562,U01451,P006,Electrical,Medium,2026-04-01,2026-04-25,232.76,Closed,Cedar Ridge Commons,Ellicott City,24.0,0,5,7,0,Low
M01563,U01354,P006,Plumbing,High,2024-12-11,2025-01-22,1545.6,Closed,Cedar Ridge Commons,Ellicott City,42.0,0,481,3,0,High
M01564,U01426,P006,General,High,2025-01-11,2025-02-19,2202.18,Closed,Cedar Ridge Commons,Ellicott City,39.0,0,450,3,0,High
M01565,U01524,P006,HVAC,Medium,2025-11-20,2025-12-11,575.3,Closed,Cedar Ridge Commons,Ellicott City,21.0,0,137,7,0,Medium
M01566,U01568,P006,Electrical,Medium,2024-01-29,2024-01-30,199.83,Closed,Cedar Ridge Commons,Ellicott City,1.0,0,798,7,0,Low
M01567,U01459,P006,Pest Control,Low,2024-11-16,2024-12-28,234.47,Closed,Cedar Ridge Commons,Ellicott City,42.0,0,506,14,0,Low
M01568,U01568,P006,HVAC,Medium,2026-02-08,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,57,7,1,No Cost
M01569,U01388,P006,General,Medium,2023-09-08,2023-10-08,2041.28,Closed,Cedar Ridge Commons,Ellicott City,30.0,0,941,7,0,High
M01570,U01583,P006,HVAC,Medium,2025-03-26,2025-03-31,112.99,Closed,Cedar Ridge Commons,Ellicott City,5.0,0,376,7,0,Low
M01571,U01555,P006,Plumbing,Medium,2024-10-27,2024-11-16,2265.02,Closed,Cedar Ridge Commons,Ellicott City,20.0,0,526,7,0,High
M01572,U01420,P006,General,High,2025-07-26,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,254,3,1,No Cost
M01573,U01455,P006,HVAC,Low,2023-10-24,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,895,14,1,No Cost
M01574,U01510,P006,Plumbing,High,2025-10-09,2025-11-16,1003.68,Closed,Cedar Ridge Commons,Ellicott City,38.0,0,179,3,0,High
M01575,U01311,P006,Electrical,Emergency,2025-09-24,2025-10-23,2287.18,Closed,Cedar Ridge Commons,Ellicott City,29.0,0,194,1,0,High
M01576,U01350,P006,Pest Control,Medium,2023-10-09,2023-11-10,1514.42,Closed,Cedar Ridge Commons,Ellicott City,32.0,0,910,7,0,High
M01577,U01316,P006,Electrical,Medium,2023-06-19,2023-07-07,1122.54,Closed,Cedar Ridge Commons,Ellicott City,18.0,0,1022,7,0,High
M01578,U01477,P006,Flooring,Low,2023-12-27,2024-01-07,830.13,Closed,Cedar Ridge Commons,Ellicott City,11.0,0,831,14,0,Medium
M01579,U01369,P006,General,Medium,2023-11-14,2023-11-15,2278.95,Closed,Cedar Ridge Commons,Ellicott City,1.0,0,874,7,0,High
M01580,U01324,P006,HVAC,High,2024-05-04,2024-06-13,1375.78,Closed,Cedar Ridge Commons,Ellicott City,40.0,0,702,3,0,High
M01581,U01559,P006,HVAC,Medium,2024-01-18,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,809,7,1,No Cost
M01582,U01328,P006,Flooring,High,2023-11-11,2023-12-26,1561.89,Closed,Cedar Ridge Commons,Ellicott City,45.0,0,877,3,0,High
M01583,U01449,P006,HVAC,Medium,2023-08-15,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,965,7,1,No Cost
M01584,U01500,P006,Pest Control,High,2025-12-14,2025-12-31,451.62,Closed,Cedar Ridge Commons,Ellicott City,17.0,0,113,3,0,Medium
M01585,U01329,P006,General,Low,2025-01-06,2025-01-24,384.22,Closed,Cedar Ridge Commons,Ellicott City,18.0,0,455,14,0,Medium
M01586,U01498,P006,Plumbing,High,2024-08-30,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,584,3,1,No Cost
M01587,U01384,P006,HVAC,Emergency,2025-10-14,2025-11-06,1468.1,Closed,Cedar Ridge Commons,Ellicott City,23.0,0,174,1,0,High
M01588,U01384,P006,Flooring,Medium,2024-12-11,2025-01-01,1666.26,Closed,Cedar Ridge Commons,Ellicott City,21.0,0,481,7,0,High
M01589,U01521,P006,HVAC,High,2026-03-28,2026-04-12,120.35,Closed,Cedar Ridge Commons,Ellicott City,15.0,0,9,3,0,Low
M01590,U01458,P006,Electrical,High,2026-01-16,2026-02-24,1621.22,Closed,Cedar Ridge Commons,Ellicott City,39.0,0,80,3,0,High
M01591,U01404,P006,Electrical,High,2025-11-06,2025-11-26,1813.73,Closed,Cedar Ridge Commons,Ellicott City,20.0,0,151,3,0,High
M01592,U01349,P006,Plumbing,Medium,2024-08-21,2024-10-04,1361.94,Closed,Cedar Ridge Commons,Ellicott City,44.0,0,593,7,0,High
M01593,U01460,P006,Plumbing,Medium,2024-09-13,2024-09-29,885.45,Closed,Cedar Ridge Commons,Ellicott City,16.0,0,570,7,0,Medium
M01594,U01520,P006,General,Low,2024-02-29,2024-04-05,1600.05,Closed,Cedar Ridge Commons,Ellicott City,36.0,0,767,14,0,High
M01595,U01494,P006,Electrical,Low,2025-10-06,2025-10-26,1707.46,Closed,Cedar Ridge Commons,Ellicott City,20.0,0,182,14,0,High
M01596,U01499,P006,Plumbing,High,2025-03-30,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,372,3,1,No Cost
M01597,U01385,P006,Plumbing,Low,2023-11-29,2023-12-08,1004.08,Closed,Cedar Ridge Commons,Ellicott City,9.0,0,859,14,0,High
M01598,U01368,P006,Electrical,Medium,2025-01-06,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,455,7,1,No Cost
M01599,U01567,P006,Plumbing,Medium,2024-12-20,2025-01-08,199.17,Closed,Cedar Ridge Commons,Ellicott City,19.0,0,472,7,0,Low
M01600,U01476,P006,Pest Control,Emergency,2024-09-22,2024-10-16,638.99,Closed,Cedar Ridge Commons,Ellicott City,24.0,0,561,1,0,Medium
M01601,U01378,P006,Pest Control,Medium,2024-10-13,2024-11-12,1921.27,Closed,Cedar Ridge Commons,Ellicott City,30.0,0,540,7,0,High
M01602,U01600,P006,Appliance,Low,2025-12-02,2025-12-29,2306.81,Closed,Cedar Ridge Commons,Ellicott City,27.0,0,125,14,0,High
M01603,U01483,P006,Pest Control,Medium,2025-12-26,,0.0,Open,Cedar Ridge Commons,Ellicott City,,1,101,7,1,No Cost
