payment_id,tenant_id,unit_id,property_id,period_month,amount_due,amount_paid,payment_date,status
PAY004828,T00959,U01223,P005,2024-10,2402.0,2402.0,2024-11-01,Paid
PAY004829,T00959,U01223,P005,2024-11,2402.0,2402.0,2024-12-01,Paid
PAY004830,T00959,U01223,P005,2024-12,2402.0,2402.0,2024-12-27,Paid
PAY004831,T00959,U01223,P005,2025-01,2402.0,2402.0,2025-01-28,Paid
PAY004832,T00959,U01223,P005,2025-02,2402.0,2402.0,2025-02-25,Paid
PAY004833,T00960,U01224,P005,2024-06,2139.0,1978.0,2024-07-13,Partial
PAY004834,T00960,U01224,P005,2024-07,2139.0,2139.0,2024-08-01,Paid
PAY004835,T00960,U01224,P005,2024-08,2139.0,2139.0,2024-08-29,Paid
PAY004836,T00960,U01224,P005,2024-09,2139.0,2139.0,2024-10-02,Paid
PAY004837,T00960,U01224,P005,2024-10,2139.0,2139.0,2024-11-01,Paid
PAY004838,T00960,U01224,P005,2024-11,2139.0,2139.0,2024-11-28,Paid
PAY004839,T00960,U01224,P005,2024-12,2139.0,2139.0,2024-12-27,Paid
PAY004840,T00960,U01224,P005,2025-01,2139.0,2139.0,2025-01-27,Paid
PAY004841,T00960,U01224,P005,2025-02,2139.0,1156.0,2025-03-03,Partial
PAY004842,T00961,U01225,P005,2024-01,2358.0,2358.0,2024-01-02,Paid
PAY004843,T00961,U01225,P005,2024-01,2358.0,2358.0,2024-02-05,Paid
PAY004844,T00961,U01225,P005,2024-03,2358.0,2358.0,2024-03-04,Paid
PAY004845,T00961,U01225,P005,2024-03,2358.0,2358.0,2024-04-03,Paid
PAY004846,T00961,U01225,P005,2024-04,2358.0,2358.0,2024-05-05,Paid
PAY004847,T00961,U01225,P005,2024-05,2358.0,1536.0,2024-06-05,Partial
PAY004848,T00961,U01225,P005,2024-06,2358.0,2358.0,2024-07-02,Paid
PAY004849,T00963,U01229,P005,2024-01,2104.0,2104.0,2024-01-02,Paid
PAY004850,T00963,U01229,P005,2024-01,2104.0,2104.0,2024-02-02,Paid
PAY004851,T00963,U01229,P005,2024-03,2104.0,2104.0,2024-03-03,Paid
PAY004852,T00963,U01229,P005,2024-03,2104.0,2104.0,2024-04-04,Paid
PAY004853,T00963,U01229,P005,2024-04,2104.0,2104.0,2024-05-03,Paid
PAY004854,T00963,U01229,P005,2024-05,2104.0,2104.0,2024-06-04,Paid
PAY004855,T00963,U01229,P005,2024-06,2104.0,2104.0,2024-07-02,Paid
PAY004856,T00964,U01232,P005,2024-01,2159.0,2159.0,2024-01-04,Paid
PAY004857,T00964,U01232,P005,2024-01,2159.0,2159.0,2024-02-04,Paid
PAY004858,T00964,U01232,P005,2024-03,2159.0,2159.0,2024-03-02,Paid
PAY004859,T00964,U01232,P005,2024-03,2159.0,2159.0,2024-04-05,Paid
PAY004860,T00965,U01233,P005,2024-05,2119.0,2119.0,2024-05-31,Paid
PAY004861,T00965,U01233,P005,2024-06,2119.0,2119.0,2024-07-04,Paid
PAY004862,T00965,U01233,P005,2024-07,2119.0,2119.0,2024-08-03,Paid
PAY004863,T00965,U01233,P005,2024-08,2119.0,2119.0,2024-08-30,Paid
PAY004864,T00965,U01233,P005,2024-09,2119.0,2119.0,2024-10-02,Paid
PAY004865,T00965,U01233,P005,2024-10,2119.0,2119.0,2024-10-30,Paid
PAY004866,T00965,U01233,P005,2024-11,2119.0,1215.0,2024-12-16,Partial
PAY004867,T00965,U01233,P005,2024-12,2119.0,2119.0,2024-12-27,Paid
PAY004868,T00965,U01233,P005,2025-01,2119.0,2119.0,2025-01-30,Paid
PAY004869,T00965,U01233,P005,2025-02,2119.0,2119.0,2025-02-28,Paid
PAY004870,T00966,U01234,P005,2024-03,2129.0,2129.0,2024-04-03,Paid
PAY004871,T00966,U01234,P005,2024-04,2129.0,2129.0,2024-05-04,Paid
PAY004872,T00966,U01234,P005,2024-05,2129.0,2129.0,2024-06-02,Paid
PAY004873,T00966,U01234,P005,2024-06,2129.0,2129.0,2024-07-01,Paid
PAY004874,T00966,U01234,P005,2024-07,2129.0,2129.0,2024-07-31,Paid
PAY004875,T00966,U01234,P005,2024-08,2129.0,1296.0,2024-09-10,Partial
PAY004876,T00966,U01234,P005,2024-09,2129.0,2129.0,2024-09-30,Paid
PAY004877,T00966,U01234,P005,2024-10,2129.0,2129.0,2024-11-01,Paid
PAY004878,T00966,U01234,P005,2024-11,2129.0,2129.0,2024-12-01,Paid
PAY004879,T00966,U01234,P005,2024-12,2129.0,1640.0,2025-01-06,Partial
PAY004880,T00966,U01234,P005,2025-01,2129.0,2129.0,2025-01-26,Paid
PAY004881,T00966,U01234,P005,2025-02,2129.0,2129.0,2025-02-25,Paid
PAY004882,T00968,U01236,P005,2024-01,2197.0,2197.0,2024-01-04,Paid
PAY004883,T00968,U01236,P005,2024-01,2197.0,2197.0,2024-02-01,Paid
PAY004884,T00968,U01236,P005,2024-03,2197.0,2197.0,2024-03-05,Paid
PAY004885,T00968,U01236,P005,2024-03,2197.0,2197.0,2024-04-01,Paid
PAY004886,T00968,U01236,P005,2024-04,2197.0,2197.0,2024-05-05,Paid
PAY004887,T00968,U01236,P005,2024-05,2197.0,2197.0,2024-05-31,Paid
PAY004888,T00968,U01236,P005,2024-06,2197.0,2197.0,2024-07-03,Paid
PAY004889,T00968,U01236,P005,2024-07,2197.0,2197.0,2024-07-30,Paid
PAY004890,T00968,U01236,P005,2024-08,2197.0,2197.0,2024-08-30,Paid
PAY004891,T00968,U01236,P005,2024-09,2197.0,2197.0,2024-10-01,Paid
PAY004892,T00972,U01241,P005,2024-01,1799.0,1799.0,2024-01-02,Paid
PAY004893,T00972,U01241,P005,2024-01,1799.0,1799.0,2024-02-02,Paid
PAY004894,T00974,U01243,P005,2024-01,2043.0,2043.0,2024-01-03,Paid
PAY004895,T00974,U01243,P005,2024-01,2043.0,2043.0,2024-02-04,Paid
PAY004896,T00974,U01243,P005,2024-03,2043.0,2043.0,2024-03-02,Paid
PAY004897,T00974,U01243,P005,2024-03,2043.0,2043.0,2024-04-03,Paid
PAY004898,T00974,U01243,P005,2024-04,2043.0,1738.0,2024-05-06,Partial
PAY004899,T00974,U01243,P005,2024-05,2043.0,2043.0,2024-06-03,Paid
PAY004900,T00974,U01243,P005,2024-06,2043.0,2043.0,2024-07-02,Paid
PAY004901,T00974,U01243,P005,2024-07,2043.0,2043.0,2024-08-01,Paid
PAY004902,T00974,U01243,P005,2024-08,2043.0,2043.0,2024-08-29,Paid
PAY004903,T00975,U01244,P005,2024-01,2441.0,0.0,,Delinquent
PAY004904,T00975,U01244,P005,2024-01,2441.0,2441.0,2024-02-02,Paid
PAY004905,T00975,U01244,P005,2024-03,2441.0,2441.0,2024-03-05,Paid
PAY004906,T00975,U01244,P005,2024-03,2441.0,2441.0,2024-04-02,Paid
PAY004907,T00975,U01244,P005,2024-04,2441.0,2441.0,2024-05-03,Paid
PAY004908,T00975,U01244,P005,2024-05,2441.0,2441.0,2024-05-31,Paid
PAY004909,T00975,U01244,P005,2024-06,2441.0,2441.0,2024-06-30,Paid
PAY004910,T00976,U01246,P005,2024-03,2137.0,2137.0,2024-04-01,Paid
PAY004911,T00976,U01246,P005,2024-04,2137.0,2137.0,2024-05-02,Paid
PAY004912,T00976,U01246,P005,2024-05,2137.0,1392.0,2024-06-18,Partial
PAY004913,T00976,U01246,P005,2024-06,2137.0,2137.0,2024-07-01,Paid
PAY004914,T00976,U01246,P005,2024-07,2137.0,2137.0,2024-08-02,Paid
PAY004915,T00976,U01246,P005,2024-08,2137.0,2137.0,2024-09-01,Paid
PAY004916,T00976,U01246,P005,2024-09,2137.0,2137.0,2024-09-29,Paid
PAY004917,T00976,U01246,P005,2024-10,2137.0,1861.0,2024-11-13,Partial
PAY004918,T00976,U01246,P005,2024-11,2137.0,2137.0,2024-11-30,Paid
PAY004919,T00976,U01246,P005,2024-12,2137.0,2137.0,2024-12-28,Paid
PAY004920,T00976,U01246,P005,2025-01,2137.0,2137.0,2025-01-26,Paid
PAY004921,T00976,U01246,P005,2025-02,2137.0,2137.0,2025-02-28,Paid
PAY004922,T00977,U01247,P005,2024-01,2111.0,2111.0,2024-01-05,Paid
PAY004923,T00977,U01247,P005,2024-01,2111.0,2019.0,2024-02-18,Partial
PAY004924,T00977,U01247,P005,2024-03,2111.0,2111.0,2024-03-03,Paid
PAY004925,T00980,U01252,P005,2024-01,2074.0,2074.0,2024-01-04,Paid
PAY004926,T00980,U01252,P005,2024-01,2074.0,0.0,,Delinquent
PAY004927,T00980,U01252,P005,2024-03,2074.0,1669.0,2024-03-14,Partial
PAY004928,T00980,U01252,P005,2024-03,2074.0,2074.0,2024-04-04,Paid
PAY004929,T00980,U01252,P005,2024-04,2074.0,2074.0,2024-05-04,Paid
PAY004930,T00980,U01252,P005,2024-05,2074.0,2074.0,2024-06-02,Paid
PAY004931,T00980,U01252,P005,2024-06,2074.0,2074.0,2024-07-02,Paid
PAY004932,T00980,U01252,P005,2024-07,2074.0,2074.0,2024-07-30,Paid
PAY004933,T00980,U01252,P005,2024-08,2074.0,2074.0,2024-09-02,Paid
PAY004934,T00980,U01252,P005,2024-09,2074.0,2074.0,2024-09-29,Paid
PAY004935,T00980,U01252,P005,2024-10,2074.0,2074.0,2024-10-28,Paid
PAY004936,T00980,U01252,P005,2024-11,2074.0,2074.0,2024-11-27,Paid
PAY004937,T00980,U01252,P005,2024-12,2074.0,2074.0,2024-12-29,Paid
PAY004938,T00980,U01252,P005,2025-01,2074.0,2074.0,2025-01-29,Paid
PAY004939,T00980,U01252,P005,2025-02,2074.0,0.0,,Delinquent
PAY004940,T00983,U01255,P005,2024-03,1900.0,0.0,,Delinquent
PAY004941,T00983,U01255,P005,2024-03,1900.0,1900.0,2024-04-03,Paid
PAY004942,T00983,U01255,P005,2024-04,1900.0,1900.0,2024-05-02,Paid
PAY004943,T00983,U01255,P005,2024-05,1900.0,1900.0,2024-06-02,Paid
PAY004944,T00983,U01255,P005,2024-06,1900.0,1900.0,2024-07-03,Paid
PAY004945,T00983,U01255,P005,2024-07,1900.0,1900.0,2024-07-30,Paid
PAY004946,T00983,U01255,P005,2024-08,1900.0,1900.0,2024-08-31,Paid
PAY004947,T00983,U01255,P005,2024-09,1900.0,1900.0,2024-10-01,Paid
PAY004948,T00983,U01255,P005,2024-10,1900.0,1900.0,2024-11-01,Paid
PAY004949,T00983,U01255,P005,2024-11,1900.0,1900.0,2024-11-29,Paid
PAY004950,T00983,U01255,P005,2024-12,1900.0,1900.0,2024-12-29,Paid
PAY004951,T00983,U01255,P005,2025-01,1900.0,1900.0,2025-01-27,Paid
PAY004952,T00983,U01255,P005,2025-02,1900.0,1900.0,2025-02-28,Paid
PAY004953,T00985,U01257,P005,2024-03,2044.0,2044.0,2024-04-03,Paid
PAY004954,T00985,U01257,P005,2024-04,2044.0,2044.0,2024-05-01,Paid
PAY004955,T00985,U01257,P005,2024-05,2044.0,2044.0,2024-05-31,Paid
PAY004956,T00985,U01257,P005,2024-06,2044.0,2044.0,2024-07-04,Paid
PAY004957,T00985,U01257,P005,2024-07,2044.0,2044.0,2024-07-31,Paid
PAY004958,T00985,U01257,P005,2024-08,2044.0,2044.0,2024-08-29,Paid
PAY004959,T00985,U01257,P005,2024-09,2044.0,2044.0,2024-10-01,Paid
PAY004960,T00985,U01257,P005,2024-10,2044.0,2044.0,2024-10-31,Paid
PAY004961,T00985,U01257,P005,2024-11,2044.0,2044.0,2024-11-28,Paid
PAY004962,T00985,U01257,P005,2024-12,2044.0,2044.0,2024-12-31,Paid
PAY004963,T00985,U01257,P005,2025-01,2044.0,2044.0,2025-01-30,Paid
PAY004964,T00985,U01257,P005,2025-02,2044.0,2044.0,2025-03-01,Paid
PAY004965,T00988,U01262,P005,2024-01,2071.0,2071.0,2024-01-02,Paid
PAY004966,T00988,U01262,P005,2024-01,2071.0,2071.0,2024-02-03,Paid
PAY004967,T00988,U01262,P005,2024-03,2071.0,2071.0,2024-03-05,Paid
PAY004968,T00988,U01262,P005,2024-03,2071.0,2071.0,2024-04-04,Paid
PAY004969,T00988,U01262,P005,2024-04,2071.0,2071.0,2024-05-01,Paid
PAY004970,T00988,U01262,P005,2024-05,2071.0,2071.0,2024-05-31,Paid
PAY004971,T00988,U01262,P005,2024-06,2071.0,2071.0,2024-06-30,Paid
PAY004972,T00988,U01262,P005,2024-07,2071.0,2071.0,2024-07-31,Paid
PAY004973,T00988,U01262,P005,2024-08,2071.0,2071.0,2024-08-31,Paid
PAY004974,T00988,U01262,P005,2024-09,2071.0,2071.0,2024-09-30,Paid
PAY004975,T00988,U01262,P005,2024-10,2071.0,2071.0,2024-10-29,Paid
PAY004976,T00988,U01262,P005,2024-11,2071.0,2071.0,2024-11-27,Paid
PAY004977,T00988,U01262,P005,2024-12,2071.0,2071.0,2024-12-30,Paid
PAY004978,T00988,U01262,P005,2025-01,2071.0,2071.0,2025-01-30,Paid
PAY004979,T00988,U01262,P005,2025-02,2071.0,2071.0,2025-03-01,Paid
PAY004980,T00990,U01266,P005,2024-01,2038.0,2038.0,2024-01-03,Paid
PAY004981,T00990,U01266,P005,2024-01,2038.0,2038.0,2024-02-01,Paid
PAY004982,T00990,U01266,P005,2024-03,2038.0,2038.0,2024-03-06,Paid
PAY004983,T00990,U01266,P005,2024-03,2038.0,2038.0,2024-04-01,Paid
PAY004984,T00990,U01266,P005,2024-04,2038.0,2038.0,2024-05-01,Paid
PAY004985,T00990,U01266,P005,2024-05,2038.0,0.0,,Delinquent
PAY004986,T00990,U01266,P005,2024-06,2038.0,2038.0,2024-07-04,Paid
PAY004987,T00990,U01266,P005,2024-07,2038.0,2038.0,2024-08-03,Paid
PAY004988,T00990,U01266,P005,2024-08,2038.0,2038.0,2024-08-29,Paid
PAY004989,T00990,U01266,P005,2024-09,2038.0,2038.0,2024-09-30,Paid
PAY004990,T00992,U01268,P005,2024-05,1986.0,1986.0,2024-05-31,Paid
PAY004991,T00992,U01268,P005,2024-06,1986.0,1986.0,2024-07-03,Paid
PAY004992,T00992,U01268,P005,2024-07,1986.0,1986.0,2024-07-31,Paid
PAY004993,T00992,U01268,P005,2024-08,1986.0,1986.0,2024-09-01,Paid
PAY004994,T00992,U01268,P005,2024-09,1986.0,1986.0,2024-10-02,Paid
PAY004995,T00992,U01268,P005,2024-10,1986.0,1986.0,2024-11-01,Paid
PAY004996,T00992,U01268,P005,2024-11,1986.0,1986.0,2024-11-27,Paid
PAY004997,T00992,U01268,P005,2024-12,1986.0,1986.0,2024-12-30,Paid
PAY004998,T00992,U01268,P005,2025-01,1986.0,1986.0,2025-01-27,Paid
PAY004999,T00992,U01268,P005,2025-02,1986.0,1986.0,2025-02-27,Paid
PAY005000,T00993,U01269,P005,2024-01,2065.0,2065.0,2024-01-06,Paid
PAY005001,T00993,U01269,P005,2024-01,2065.0,0.0,,Delinquent
PAY005002,T00993,U01269,P005,2024-03,2065.0,0.0,,Delinquent
PAY005003,T00993,U01269,P005,2024-03,2065.0,2065.0,2024-04-03,Paid
PAY005004,T00993,U01269,P005,2024-04,2065.0,2065.0,2024-05-03,Paid
PAY005005,T00993,U01269,P005,2024-05,2065.0,2065.0,2024-06-03,Paid
PAY005006,T00993,U01269,P005,2024-06,2065.0,2065.0,2024-07-02,Paid
PAY005007,T00993,U01269,P005,2024-07,2065.0,2065.0,2024-07-30,Paid
PAY005008,T00993,U01269,P005,2024-08,2065.0,2065.0,2024-08-29,Paid
PAY005009,T00993,U01269,P005,2024-09,2065.0,2065.0,2024-10-01,Paid
PAY005010,T00995,U01272,P005,2024-01,1970.0,1970.0,2024-01-04,Paid
PAY005011,T00995,U01272,P005,2024-01,1970.0,1970.0,2024-02-01,Paid
PAY005012,T00995,U01272,P005,2024-03,1970.0,1970.0,2024-03-03,Paid
PAY005013,T00995,U01272,P005,2024-03,1970.0,1970.0,2024-04-04,Paid
PAY005014,T00995,U01272,P005,2024-04,1970.0,1970.0,2024-05-01,Paid
PAY005015,T00995,U01272,P005,2024-05,1970.0,1970.0,2024-06-03,Paid
PAY005016,T00995,U01272,P005,2024-06,1970.0,1970.0,2024-06-30,Paid
PAY005017,T00995,U01272,P005,2024-07,1970.0,1970.0,2024-08-02,Paid
PAY005018,T00995,U01272,P005,2024-08,1970.0,1970.0,2024-09-01,Paid
PAY005019,T00996,U01273,P005,2024-01,2006.0,2006.0,2024-01-02,Paid
PAY005020,T00996,U01273,P005,2024-01,2006.0,2006.0,2024-02-05,Paid
PAY005021,T00996,U01273,P005,2024-03,2006.0,2006.0,2024-03-06,Paid
PAY005022,T00996,U01273,P005,2024-03,2006.0,2006.0,2024-04-02,Paid
PAY005023,T00996,U01273,P005,2024-04,2006.0,2006.0,2024-05-02,Paid
PAY005024,T00996,U01273,P005,2024-05,2006.0,2006.0,2024-06-04,Paid
PAY005025,T00996,U01273,P005,2024-06,2006.0,2006.0,2024-07-03,Paid
PAY005026,T00996,U01273,P005,2024-07,2006.0,2006.0,2024-08-02,Paid
PAY005027,T00996,U01273,P005,2024-08,2006.0,2006.0,2024-09-02,Paid
PAY005028,T00996,U01273,P005,2024-09,2006.0,2006.0,2024-09-30,Paid
PAY005029,T00996,U01273,P005,2024-10,2006.0,2006.0,2024-10-28,Paid
PAY005030,T00997,U01275,P005,2024-05,1877.0,1877.0,2024-06-03,Paid
PAY005031,T00997,U01275,P005,2024-06,1877.0,1877.0,2024-06-30,Paid
PAY005032,T00997,U01275,P005,2024-07,1877.0,1877.0,2024-07-30,Paid
PAY005033,T00997,U01275,P005,2024-08,1877.0,1877.0,2024-08-31,Paid
PAY005034,T00997,U01275,P005,2024-09,1877.0,1877.0,2024-10-02,Paid
PAY005035,T00997,U01275,P005,2024-10,1877.0,1877.0,2024-10-30,Paid
PAY005036,T00997,U01275,P005,2024-11,1877.0,1877.0,2024-12-01,Paid
PAY005037,T00997,U01275,P005,2024-12,1877.0,1877.0,2024-12-28,Paid
PAY005038,T00997,U01275,P005,2025-01,1877.0,1877.0,2025-01-28,Paid
PAY005039,T00997,U01275,P005,2025-02,1877.0,1877.0,2025-02-26,Paid
PAY005040,T00998,U01277,P005,2024-01,2691.0,2691.0,2024-01-05,Paid
PAY005041,T00998,U01277,P005,2024-01,2691.0,1559.0,2024-02-19,Partial
PAY005042,T00998,U01277,P005,2024-03,2691.0,2691.0,2024-03-06,Paid
PAY005043,T00998,U01277,P005,2024-03,2691.0,2691.0,2024-04-04,Paid
PAY005044,T00998,U01277,P005,2024-04,2691.0,2691.0,2024-05-04,Paid
PAY005045,T00998,U01277,P005,2024-05,2691.0,2691.0,2024-06-03,Paid
PAY005046,T00998,U01277,P005,2024-06,2691.0,2691.0,2024-07-03,Paid
PAY005047,T00998,U01277,P005,2024-07,2691.0,2691.0,2024-08-02,Paid
PAY005048,T01002,U01282,P005,2024-01,2362.0,2362.0,2024-01-04,Paid
PAY005049,T01002,U01282,P005,2024-01,2362.0,2362.0,2024-02-05,Paid
PAY005050,T01003,U01283,P005,2024-01,2431.0,2431.0,2024-01-03,Paid
PAY005051,T01003,U01283,P005,2024-01,2431.0,2431.0,2024-02-03,Paid
PAY005052,T01003,U01283,P005,2024-03,2431.0,2431.0,2024-03-03,Paid
PAY005053,T01003,U01283,P005,2024-03,2431.0,2431.0,2024-04-01,Paid
PAY005054,T01003,U01283,P005,2024-04,2431.0,2431.0,2024-05-04,Paid
PAY005055,T01003,U01283,P005,2024-05,2431.0,2431.0,2024-06-01,Paid
PAY005056,T01003,U01283,P005,2024-06,2431.0,2431.0,2024-06-30,Paid
PAY005057,T01003,U01283,P005,2024-07,2431.0,2431.0,2024-07-30,Paid
PAY005058,T01003,U01283,P005,2024-08,2431.0,2431.0,2024-08-31,Paid
PAY005059,T01003,U01283,P005,2024-09,2431.0,2431.0,2024-10-02,Paid
PAY005060,T01003,U01283,P005,2024-10,2431.0,2431.0,2024-10-29,Paid
PAY005061,T01003,U01283,P005,2024-11,2431.0,2431.0,2024-11-28,Paid
PAY005062,T01003,U01283,P005,2024-12,2431.0,2431.0,2024-12-27,Paid
PAY005063,T01003,U01283,P005,2025-01,2431.0,2431.0,2025-01-27,Paid
PAY005064,T01007,U01287,P005,2024-01,2897.0,2897.0,2024-01-04,Paid
PAY005065,T01007,U01287,P005,2024-01,2897.0,2897.0,2024-02-03,Paid
PAY005066,T01007,U01287,P005,2024-03,2897.0,2897.0,2024-03-03,Paid
PAY005067,T01007,U01287,P005,2024-03,2897.0,2897.0,2024-04-03,Paid
PAY005068,T01007,U01287,P005,2024-04,2897.0,2897.0,2024-05-04,Paid
PAY005069,T01007,U01287,P005,2024-05,2897.0,2897.0,2024-05-31,Paid
PAY005070,T01007,U01287,P005,2024-06,2897.0,2897.0,2024-07-02,Paid
PAY005071,T01007,U01287,P005,2024-07,2897.0,2897.0,2024-07-30,Paid
PAY005072,T01007,U01287,P005,2024-08,2897.0,2897.0,2024-08-31,Paid
PAY005073,T01007,U01287,P005,2024-09,2897.0,2897.0,2024-10-01,Paid
PAY005074,T01007,U01287,P005,2024-10,2897.0,2897.0,2024-10-30,Paid
PAY005075,T01007,U01287,P005,2024-11,2897.0,2897.0,2024-12-01,Paid
PAY005076,T01009,U01289,P005,2024-03,2655.0,0.0,,Delinquent
PAY005077,T01009,U01289,P005,2024-04,2655.0,2655.0,2024-05-04,Paid
PAY005078,T01009,U01289,P005,2024-05,2655.0,2655.0,2024-06-01,Paid
PAY005079,T01009,U01289,P005,2024-06,2655.0,2655.0,2024-07-04,Paid
PAY005080,T01009,U01289,P005,2024-07,2655.0,2655.0,2024-07-31,Paid
PAY005081,T01009,U01289,P005,2024-08,2655.0,2655.0,2024-08-29,Paid
PAY005082,T01009,U01289,P005,2024-09,2655.0,2655.0,2024-09-30,Paid
PAY005083,T01009,U01289,P005,2024-10,2655.0,2655.0,2024-10-28,Paid
PAY005084,T01009,U01289,P005,2024-11,2655.0,2655.0,2024-11-29,Paid
PAY005085,T01009,U01289,P005,2024-12,2655.0,2655.0,2024-12-30,Paid
PAY005086,T01009,U01289,P005,2025-01,2655.0,2655.0,2025-01-27,Paid
PAY005087,T01009,U01289,P005,2025-02,2655.0,2655.0,2025-03-01,Paid
PAY005088,T01010,U01290,P005,2024-03,2305.0,2305.0,2024-03-02,Paid
PAY005089,T01010,U01290,P005,2024-03,2305.0,2305.0,2024-04-02,Paid
PAY005090,T01010,U01290,P005,2024-04,2305.0,2305.0,2024-05-03,Paid
PAY005091,T01010,U01290,P005,2024-05,2305.0,2305.0,2024-05-31,Paid
PAY005092,T01010,U01290,P005,2024-06,2305.0,2305.0,2024-06-30,Paid
PAY005093,T01010,U01290,P005,2024-07,2305.0,2305.0,2024-08-02,Paid
PAY005094,T01010,U01290,P005,2024-08,2305.0,2305.0,2024-08-29,Paid
PAY005095,T01010,U01290,P005,2024-09,2305.0,2305.0,2024-10-02,Paid
PAY005096,T01010,U01290,P005,2024-10,2305.0,2305.0,2024-11-01,Paid
PAY005097,T01010,U01290,P005,2024-11,2305.0,2305.0,2024-11-27,Paid
PAY005098,T01010,U01290,P005,2024-12,2305.0,2305.0,2024-12-29,Paid
PAY005099,T01010,U01290,P005,2025-01,2305.0,2305.0,2025-01-26,Paid
PAY005100,T01010,U01290,P005,2025-02,2305.0,2305.0,2025-03-01,Paid
PAY005101,T01011,U01291,P005,2024-03,2540.0,2540.0,2024-04-02,Paid
PAY005102,T01011,U01291,P005,2024-04,2540.0,2540.0,2024-05-01,Paid
PAY005103,T01011,U01291,P005,2024-05,2540.0,2540.0,2024-06-02,Paid
PAY005104,T01011,U01291,P005,2024-06,2540.0,2540.0,2024-07-02,Paid
PAY005105,T01011,U01291,P005,2024-07,2540.0,2540.0,2024-08-02,Paid
PAY005106,T01011,U01291,P005,2024-08,2540.0,2540.0,2024-09-01,Paid
PAY005107,T01011,U01291,P005,2024-09,2540.0,2540.0,2024-09-30,Paid
PAY005108,T01011,U01291,P005,2024-10,2540.0,2540.0,2024-10-28,Paid
PAY005109,T01011,U01291,P005,2024-11,2540.0,2540.0,2024-11-28,Paid
PAY005110,T01011,U01291,P005,2024-12,2540.0,2540.0,2024-12-31,Paid
PAY005111,T01011,U01291,P005,2025-01,2540.0,2540.0,2025-01-28,Paid
PAY005112,T01011,U01291,P005,2025-02,2540.0,2540.0,2025-02-27,Paid
PAY005113,T01013,U01294,P005,2024-01,2314.0,2314.0,2024-01-05,Paid
PAY005114,T01013,U01294,P005,2024-01,2314.0,2314.0,2024-02-02,Paid
PAY005115,T01013,U01294,P005,2024-03,2314.0,2314.0,2024-03-02,Paid
PAY005116,T01013,U01294,P005,2024-03,2314.0,2314.0,2024-04-04,Paid
PAY005117,T01013,U01294,P005,2024-04,2314.0,2314.0,2024-05-02,Paid
PAY005118,T01013,U01294,P005,2024-05,2314.0,2314.0,2024-06-01,Paid
PAY005119,T01013,U01294,P005,2024-06,2314.0,2314.0,2024-07-02,Paid
PAY005120,T01013,U01294,P005,2024-07,2314.0,2314.0,2024-08-01,Paid
PAY005121,T01015,U01296,P005,2024-01,2667.0,2667.0,2024-01-04,Paid
PAY005122,T01015,U01296,P005,2024-01,2667.0,2667.0,2024-02-02,Paid
PAY005123,T01015,U01296,P005,2024-03,2667.0,2667.0,2024-03-03,Paid
PAY005124,T01015,U01296,P005,2024-03,2667.0,2667.0,2024-04-03,Paid
PAY005125,T01015,U01296,P005,2024-04,2667.0,2667.0,2024-05-04,Paid
PAY005126,T01018,U01300,P006,2024-03,1380.0,1380.0,2024-04-04,Paid
PAY005127,T01018,U01300,P006,2024-04,1380.0,0.0,,Delinquent
PAY005128,T01018,U01300,P006,2024-05,1380.0,1380.0,2024-06-01,Paid
PAY005129,T01018,U01300,P006,2024-06,1380.0,1380.0,2024-07-02,Paid
PAY005130,T01018,U01300,P006,2024-07,1380.0,0.0,,Delinquent
PAY005131,T01018,U01300,P006,2024-08,1380.0,1380.0,2024-09-01,Paid
PAY005132,T01018,U01300,P006,2024-09,1380.0,1380.0,2024-09-28,Paid
PAY005133,T01018,U01300,P006,2024-10,1380.0,1380.0,2024-10-31,Paid
PAY005134,T01018,U01300,P006,2024-11,1380.0,1380.0,2024-11-28,Paid
PAY005135,T01018,U01300,P006,2024-12,1380.0,1380.0,2024-12-27,Paid
PAY005136,T01018,U01300,P006,2025-01,1380.0,1380.0,2025-01-27,Paid
PAY005137,T01018,U01300,P006,2025-02,1380.0,831.0,2025-03-10,Partial
PAY005138,T01020,U01302,P006,2024-01,1526.0,1063.0,2024-01-13,Partial
PAY005139,T01021,U01304,P006,2024-01,1562.0,1562.0,2024-01-04,Paid
PAY005140,T01022,U01306,P006,2024-03,1344.0,1344.0,2024-04-02,Paid
PAY005141,T01022,U01306,P006,2024-04,1344.0,1344.0,2024-05-04,Paid
PAY005142,T01022,U01306,P006,2024-05,1344.0,1344.0,2024-06-03,Paid
PAY005143,T01022,U01306,P006,2024-06,1344.0,1344.0,2024-07-03,Paid
PAY005144,T01022,U01306,P006,2024-07,1344.0,1344.0,2024-07-30,Paid
PAY005145,T01022,U01306,P006,2024-08,1344.0,1344.0,2024-09-02,Paid
PAY005146,T01022,U01306,P006,2024-09,1344.0,1344.0,2024-10-02,Paid
PAY005147,T01022,U01306,P006,2024-10,1344.0,0.0,,Delinquent
PAY005148,T01022,U01306,P006,2024-11,1344.0,1344.0,2024-11-28,Paid
PAY005149,T01022,U01306,P006,2024-12,1344.0,1344.0,2024-12-29,Paid
PAY005150,T01022,U01306,P006,2025-01,1344.0,1344.0,2025-01-27,Paid
PAY005151,T01022,U01306,P006,2025-02,1344.0,1344.0,2025-02-27,Paid
PAY005152,T01023,U01309,P006,2024-01,1391.0,1391.0,2024-01-06,Paid
